content,place,year,month,content_token,negative,neutral,positive,compound,comp_score
pakistan countries without asking something return nothing free first hand please bother keep calculating grocery baskets electricity bills emitting 80 greenhouse gases cause violent weather,India,2022,August,"['pakistan', 'countries', 'without', 'asking', 'something', 'return', 'nothing', 'free', 'first', 'hand', 'please', 'bother', 'keep', 'calculating', 'grocery', 'baskets', 'electricity', 'bills', 'emitting', '80', 'greenhouse', 'gases', 'cause', 'violent', 'weather']",0.343,0.589,0.068,-0.853,negative
psychology help fight anxietyvia cc,India,2022,August,"['psychology', 'help', 'fight', 'anxietyvia', 'cc']",0.313,0.361,0.325,0.0258,neutral
ironic advanced industrial nations responsible also able continue unscathed minimum damage adverse climatic events pakistan reeling rains china believed tide drought,India,2022,August,"['ironic', 'advanced', 'industrial', 'nations', 'responsible', 'also', 'able', 'continue', 'unscathed', 'minimum', 'damage', 'adverse', 'climatic', 'events', 'pakistan', 'reeling', 'rains', 'china', 'believed', 'tide', 'drought']",0.262,0.582,0.156,-0.4404,negative
volunteer visit,India,2022,August,"['volunteer', 'visit']",0.0,1.0,0.0,0.0,neutral
nursery look yearwe set waste plastic packetsread,India,2022,August,"['nursery', 'look', 'yearwe', 'set', 'waste', 'plastic', 'packetsread']",0.318,0.682,0.0,-0.4215,negative
currently 2022 estimate population pakistan 2448 million impactsexploitation natural resources unemployment poverty alleviation pollution water scarcity increase demand housing energytransportationand health care,India,2022,August,"['currently', '2022', 'estimate', 'population', 'pakistan', '2448', 'million', 'impactsexploitation', 'natural', 'resources', 'unemployment', 'poverty', 'alleviation', 'pollution', 'water', 'scarcity', 'increase', 'demand', 'housing', 'energytransportationand', 'health', 'care']",0.243,0.505,0.252,0.0772,neutral
provinces like sindh balochistan worst affected vast farmlands areas landscapes water,India,2022,August,"['provinces', 'like', 'sindh', 'balochistan', 'worst', 'affected', 'vast', 'farmlands', 'areas', 'landscapes', 'water']",0.352,0.494,0.154,-0.4939,negative
ask take corrective messasures also tell people rain intensity rain fal haveens 1 2 managed happens 1 10 ecological imbalance deforestation encroaching raja kaluve,India,2022,August,"['ask', 'take', 'corrective', 'messasures', 'also', 'tell', 'people', 'rain', 'intensity', 'rain', 'fal', 'haveens', '1', '2', 'managed', 'happens', '1', '10', 'ecological', 'imbalance', 'deforestation', 'encroaching', 'raja', 'kaluve']",0.0,1.0,0.0,0.0,neutral
united nations secretarygeneral antnio guterres warned international community consequences un secretary general enforced taken seriously another country fall victim devastation,India,2022,August,"['united', 'nations', 'secretarygeneral', 'antnio', 'guterres', 'warned', 'international', 'community', 'consequences', 'un', 'secretary', 'general', 'enforced', 'taken', 'seriously', 'another', 'country', 'fall', 'victim', 'devastation']",0.328,0.566,0.106,-0.5994,negative
china highlights economic damage wrought warmingrecord heatwave behind power shortages paralysed industry probably caused scientists,India,2022,August,"['china', 'highlights', 'economic', 'damage', 'wrought', 'warmingrecord', 'heatwave', 'behind', 'power', 'shortages', 'paralysed', 'industry', 'probably', 'caused', 'scientists']",0.27,0.73,0.0,-0.5859,negative
deforestation main reason,India,2022,August,"['deforestation', 'main', 'reason']",0.0,1.0,0.0,0.0,neutral
rapidly increases average surface temperature past century primarily due greenhouse gases time act late strongly support kinds project,India,2022,August,"['rapidly', 'increases', 'average', 'surface', 'temperature', 'past', 'century', 'primarily', 'due', 'greenhouse', 'gases', 'time', 'act', 'late', 'strongly', 'support', 'kinds', 'project']",0.0,0.769,0.231,0.5859,positive
5 real culprit behind western world totally silent6 highly pious people claiming azaab gunahgaar people gunaah happen pakistan apparently,India,2022,August,"['5', 'real', 'culprit', 'behind', 'western', 'world', 'totally', 'silent6', 'highly', 'pious', 'people', 'claiming', 'azaab', 'gunahgaar', 'people', 'gunaah', 'happen', 'pakistan', 'apparently']",0.0,1.0,0.0,0.0,neutral
pakistan hit hard floods,India,2022,August,"['pakistan', 'hit', 'hard', 'floods']",0.318,0.682,0.0,-0.1027,neutral
deadly pakistan bear characteristics extreme weather events becoming increasingly common regions pakistan exception read,India,2022,August,"['deadly', 'pakistan', 'bear', 'characteristics', 'extreme', 'weather', 'events', 'becoming', 'increasingly', 'common', 'regions', 'pakistan', 'exception', 'read']",0.0,1.0,0.0,0.0,neutral
report rapid turnarounds energy food equity required prosperous future planet,India,2022,August,"['report', 'rapid', 'turnarounds', 'energy', 'food', 'equity', 'required', 'prosperous', 'future', 'planet']",0.0,0.606,0.394,0.6369,positive
kids 7chya batmya would jalgaon 47degrees would wonder managed itlately temps pune routinely high 30s pits,India,2022,August,"['kids', '7chya', 'batmya', 'would', 'jalgaon', '47degrees', 'would', 'wonder', 'managed', 'itlately', 'temps', 'pune', 'routinely', 'high', '30s', 'pits']",0.0,1.0,0.0,0.0,neutral
digital impact going make ongoing russia ukraine war recession eu etc etc sensible publish something useful informative helpful people large,India,2022,August,"['digital', 'impact', 'going', 'make', 'ongoing', 'russia', 'ukraine', 'war', 'recession', 'eu', 'etc', 'etc', 'sensible', 'publish', 'something', 'useful', 'informative', 'helpful', 'people', 'large']",0.236,0.563,0.201,-0.25,neutral
one third country water heavy floods pakistan pakistan responsible one sufferer country asia,India,2022,August,"['one', 'third', 'country', 'water', 'heavy', 'floods', 'pakistan', 'pakistan', 'responsible', 'one', 'sufferer', 'country', 'asia']",0.184,0.675,0.141,-0.1779,neutral
thought ala less rainfall gonna die due heatwave,India,2022,August,"['thought', 'ala', 'less', 'rainfall', 'gon', 'na', 'die', 'due', 'heatwave']",0.342,0.658,0.0,-0.5627,negative
rita39 quite shocked thinking harp really want want restrict introduced installed prevention infrastructure cloud seeding amp wrong time years sounds heartless lets stick,India,2022,August,"['rita39', 'quite', 'shocked', 'thinking', 'harp', 'really', 'want', 'want', 'restrict', 'introduced', 'installed', 'prevention', 'infrastructure', 'cloud', 'seeding', 'amp', 'wrong', 'time', 'years', 'sounds', 'heartless', 'lets', 'stick']",0.368,0.532,0.1,-0.8615,negative
latest served affectees 14,India,2022,August,"['latest', 'served', 'affectees', '14']",0.0,1.0,0.0,0.0,neutral
random events nonatures elements constantly balancing amp counter balancing gift wonderful ecosystemwe jeopardise itaction,India,2022,August,"['random', 'events', 'nonatures', 'elements', 'constantly', 'balancing', 'amp', 'counter', 'balancing', 'gift', 'wonderful', 'ecosystemwe', 'jeopardise', 'itaction']",0.0,0.645,0.355,0.765,positive
constitution environmental duties,India,2022,August,"['constitution', 'environmental', 'duties']",0.0,1.0,0.0,0.0,neutral
lives depend,India,2022,August,"['lives', 'depend']",0.0,1.0,0.0,0.0,neutral
secretary general antnio guterres warned international community consequences social media platforms,India,2022,August,"['secretary', 'general', 'antnio', 'guterres', 'warned', 'international', 'community', 'consequences', 'social', 'media', 'platforms']",0.174,0.826,0.0,-0.2732,neutral
decided world leaders increase energy cost order decrease higher cost lesser usage lesser energy demand production,India,2022,August,"['decided', 'world', 'leaders', 'increase', 'energy', 'cost', 'order', 'decrease', 'higher', 'cost', 'lesser', 'usage', 'lesser', 'energy', 'demand', 'production']",0.075,0.6,0.325,0.6124,positive
leaders thinking one day due madness dictator lives would wipe irrespective cause whether name thingwe focusing real issues issues govt shows,India,2022,August,"['leaders', 'thinking', 'one', 'day', 'due', 'madness', 'dictator', 'lives', 'would', 'wipe', 'irrespective', 'cause', 'whether', 'name', 'thingwe', 'focusing', 'real', 'issues', 'issues', 'govt', 'shows']",0.127,0.873,0.0,-0.4404,negative
hindustan times rapid glacial melt puts india pakistan high flash flood risk,India,2022,August,"['hindustan', 'times', 'rapid', 'glacial', 'melt', 'puts', 'india', 'pakistan', 'high', 'flash', 'flood', 'risk']",0.16,0.84,0.0,-0.2732,neutral
doesnt many dams bridges falling cant blame everything didnt start yesterday,India,2022,August,"['doesnt', 'many', 'dams', 'bridges', 'falling', 'cant', 'blame', 'everything', 'didnt', 'start', 'yesterday']",0.127,0.712,0.161,0.1119,neutral
volunteer visit,India,2022,August,"['volunteer', 'visit']",0.0,1.0,0.0,0.0,neutral
volunteer visit,India,2022,August,"['volunteer', 'visit']",0.0,1.0,0.0,0.0,neutral
poor countries bearing brunt due high level carbon emissions developed countries apt example kerala state 59 tree cover minimal pollution suffering due volatile solution,India,2022,August,"['poor', 'countries', 'bearing', 'brunt', 'due', 'high', 'level', 'carbon', 'emissions', 'developed', 'countries', 'apt', 'example', 'kerala', 'state', '59', 'tree', 'cover', 'minimal', 'pollution', 'suffering', 'due', 'volatile', 'solution']",0.21,0.712,0.078,-0.5994,negative
2the reason himalayas created largest floodplain world despite contributing less 1 carbon emissions causing disintegration pakistan still amongst top 10 countries vulnerable,India,2022,August,"['2the', 'reason', 'himalayas', 'created', 'largest', 'floodplain', 'world', 'despite', 'contributing', 'less', '1', 'carbon', 'emissions', 'causing', 'disintegration', 'pakistan', 'still', 'amongst', 'top', '10', 'countries', 'vulnerable']",0.08,0.759,0.16,0.2263,neutral
apparently billion tree tsunami wasnt hoax much needed ever,India,2022,August,"['apparently', 'billion', 'tree', 'tsunami', 'wasnt', 'hoax', 'much', 'needed', 'ever']",0.0,0.815,0.185,0.2057,neutral
sir seen banging utensils stop corona virus pm b surprise new invention control mal nutrition also seen ab square getting oldall jumla nayak,India,2022,August,"['sir', 'seen', 'banging', 'utensils', 'stop', 'corona', 'virus', 'pm', 'b', 'surprise', 'new', 'invention', 'control', 'mal', 'nutrition', 'also', 'seen', 'ab', 'square', 'getting', 'oldall', 'jumla', 'nayak']",0.091,0.823,0.086,-0.0258,neutral
globalwarming expert warned wednesday bangkok could face massive flooding similar happened 2011 mainly possible 1200millimetre rainfall socalled 100yearlevel rains,India,2022,August,"['globalwarming', 'expert', 'warned', 'wednesday', 'bangkok', 'could', 'face', 'massive', 'flooding', 'similar', 'happened', '2011', 'mainly', 'possible', '1200millimetre', 'rainfall', 'socalled', '100yearlevel', 'rains']",0.104,0.896,0.0,-0.2732,neutral
un secretarygeneral antnio guterres warned international community consequences guterres enforced taken seriously another country fall victim devastation,India,2022,August,"['un', 'secretarygeneral', 'antnio', 'guterres', 'warned', 'international', 'community', 'consequences', 'guterres', 'enforced', 'taken', 'seriously', 'another', 'country', 'fall', 'victim', 'devastation']",0.401,0.599,0.0,-0.7717,negative
tell make water petrol machine end also,India,2022,August,"['tell', 'make', 'water', 'petrol', 'machine', 'end', 'also']",0.0,1.0,0.0,0.0,neutral
plantation drive read,India,2022,August,"['plantation', 'drive', 'read']",0.0,1.0,0.0,0.0,neutral
acting towards,India,2022,August,"['acting', 'towards']",0.0,1.0,0.0,0.0,neutral
un secretarygeneral warns international community consequences taken seriously catastrophic destruction caused pakistan,India,2022,August,"['un', 'secretarygeneral', 'warns', 'international', 'community', 'consequences', 'taken', 'seriously', 'catastrophic', 'destruction', 'caused', 'pakistan']",0.556,0.444,0.0,-0.8402,negative
solar rail brackets,India,2022,August,"['solar', 'rail', 'brackets']",0.0,1.0,0.0,0.0,neutral
farther north norways arctic island archipelago svalbard glaciers melted record pace due humancaused,India,2022,August,"['farther', 'north', 'norways', 'arctic', 'island', 'archipelago', 'svalbard', 'glaciers', 'melted', 'record', 'pace', 'due', 'humancaused']",0.0,1.0,0.0,0.0,neutral
part solution pollution,India,2022,August,"['part', 'solution', 'pollution']",0.0,0.465,0.535,0.3182,positive
r richard even blaming monsoon flooding pakistan happening since records beganmuch damage done past,India,2022,August,"['r', 'richard', 'even', 'blaming', 'monsoon', 'flooding', 'pakistan', 'happening', 'since', 'records', 'beganmuch', 'damage', 'done', 'past']",0.368,0.632,0.0,-0.7506,negative
rising sea levels causing drought severe weather events bosconet actively promotes many green initiativesit one vital step towards promoting green energy reducing carbon footprints,India,2022,August,"['rising', 'sea', 'levels', 'causing', 'drought', 'severe', 'weather', 'events', 'bosconet', 'actively', 'promotes', 'many', 'green', 'initiativesit', 'one', 'vital', 'step', 'towards', 'promoting', 'green', 'energy', 'reducing', 'carbon', 'footprints']",0.081,0.561,0.358,0.7845,positive
women empowerment game changer conservation,India,2022,August,"['women', 'empowerment', 'game', 'changer', 'conservation']",0.0,1.0,0.0,0.0,neutral
could compensation human lives lost anywhere however rehabilitation rebuilding infrastructure funded un assigning cost tag countries contributing high emissions past,India,2022,August,"['could', 'compensation', 'human', 'lives', 'lost', 'anywhere', 'however', 'rehabilitation', 'rebuilding', 'infrastructure', 'funded', 'un', 'assigning', 'cost', 'tag', 'countries', 'contributing', 'high', 'emissions', 'past']",0.108,0.892,0.0,-0.3182,negative
fix thismeanwhile visit sk alternative prevention,India,2022,August,"['fix', 'thismeanwhile', 'visit', 'sk', 'alternative', 'prevention']",0.0,1.0,0.0,0.0,neutral
peak cognitive dissonance people claim care environment concerned also watch motor sports,India,2022,August,"['peak', 'cognitive', 'dissonance', 'people', 'claim', 'care', 'environment', 'concerned', 'also', 'watch', 'motor', 'sports']",0.0,0.775,0.225,0.4939,positive
3 worlds water fit human even developed nations water becoming increasingly limited responsibility conserve water well future generations come,India,2022,August,"['3', 'worlds', 'water', 'fit', 'human', 'even', 'developed', 'nations', 'water', 'becoming', 'increasingly', 'limited', 'responsibility', 'conserve', 'water', 'well', 'future', 'generations', 'come']",0.088,0.698,0.214,0.4019,positive
pakistan 7253 glaciers highest number outside polar regions melting alarming rate causing flash floods across countrythis year monsoon season brought unprecedented rains since midjune devastating rains,India,2022,August,"['pakistan', '7253', 'glaciers', 'highest', 'number', 'outside', 'polar', 'regions', 'melting', 'alarming', 'rate', 'causing', 'flash', 'floods', 'across', 'countrythis', 'year', 'monsoon', 'season', 'brought', 'unprecedented', 'rains', 'since', 'midjune', 'devastating', 'rains']",0.193,0.764,0.043,-0.6705,negative
volunteer visit,India,2022,August,"['volunteer', 'visit']",0.0,1.0,0.0,0.0,neutral
mango jamun added nursery reusing waste plastic packetsread,India,2022,August,"['mango', 'jamun', 'added', 'nursery', 'reusing', 'waste', 'plastic', 'packetsread']",0.286,0.714,0.0,-0.4215,negative
real affects,India,2022,August,"['real', 'affects']",0.0,1.0,0.0,0.0,neutral
didnt stop,India,2022,August,"['didnt', 'stop']",0.0,0.346,0.654,0.2235,neutral
thanks raising voice need take strong steps save planet robert swan greatest threat planet belief someone else save single solve man made problem alone together,India,2022,August,"['thanks', 'raising', 'voice', 'need', 'take', 'strong', 'steps', 'save', 'planet', 'robert', 'swan', 'greatest', 'threat', 'planet', 'belief', 'someone', 'else', 'save', 'single', 'solve', 'man', 'made', 'problem', 'alone', 'together']",0.19,0.375,0.436,0.8885,positive
volunteer visit,India,2022,August,"['volunteer', 'visit']",0.0,1.0,0.0,0.0,neutral
exactly also questioned cut hundred thousands trees make housing societies agrigreen lands causing amp issues pakistan,India,2022,August,"['exactly', 'also', 'questioned', 'cut', 'hundred', 'thousands', 'trees', 'make', 'housing', 'societies', 'agrigreen', 'lands', 'causing', 'amp', 'issues', 'pakistan']",0.2,0.8,0.0,-0.3612,negative
worry science take care shortly,India,2022,August,"['worry', 'science', 'take', 'care', 'shortly']",0.319,0.33,0.352,0.0772,neutral
intense heat due would pose serious threat public health agricultural systems likely render large areas uninhabitablet,India,2022,August,"['intense', 'heat', 'due', 'would', 'pose', 'serious', 'threat', 'public', 'health', 'agricultural', 'systems', 'likely', 'render', 'large', 'areas', 'uninhabitablet']",0.247,0.684,0.068,-0.5267,negative
village bahrain swat built 12 years floods 2010 floods ruined tired stop please,India,2022,August,"['village', 'bahrain', 'swat', 'built', '12', 'years', 'floods', '2010', 'floods', 'ruined', 'tired', 'stop', 'please']",0.421,0.462,0.118,-0.7096,negative
trying makes believe every september get,India,2022,August,"['trying', 'makes', 'believe', 'every', 'september', 'get']",0.0,1.0,0.0,0.0,neutral
happy ganesh chaturthi,India,2022,August,"['happy', 'ganesh', 'chaturthi']",0.0,0.351,0.649,0.5719,positive
ready accept cpec might played role event miss soul think issue even citizens stands responsible lets move onto different direction old dates debates anymore,India,2022,August,"['ready', 'accept', 'cpec', 'might', 'played', 'role', 'event', 'miss', 'soul', 'think', 'issue', 'even', 'citizens', 'stands', 'responsible', 'lets', 'move', 'onto', 'different', 'direction', 'old', 'dates', 'debates', 'anymore']",0.053,0.625,0.322,0.802,positive
doomsday,India,2022,August,['doomsday'],1.0,0.0,0.0,-0.5859,negative
countries responsible terms carbon foot print must take responsibility providing aid relief ones affected changes resolution must tabled,India,2022,August,"['countries', 'responsible', 'terms', 'carbon', 'foot', 'print', 'must', 'take', 'responsibility', 'providing', 'aid', 'relief', 'ones', 'affected', 'changes', 'resolution', 'must', 'tabled']",0.073,0.682,0.245,0.5859,positive
china drought highlights economic damage wrought globalwarming,India,2022,August,"['china', 'drought', 'highlights', 'economic', 'damage', 'wrought', 'globalwarming']",0.348,0.652,0.0,-0.4939,negative
planted neem peepal amaltas read,India,2022,August,"['planted', 'neem', 'peepal', 'amaltas', 'read']",0.0,1.0,0.0,0.0,neutral
bird population bees decreasing fast due communication towers save earth,India,2022,August,"['bird', 'population', 'bees', 'decreasing', 'fast', 'due', 'communication', 'towers', 'save', 'earth']",0.0,0.738,0.262,0.4939,positive
com country used first atomic bomb killed 110 thousands innocent people always invest ordinary people dying keep adding money war gov loves create problems,India,2022,August,"['com', 'country', 'used', 'first', 'atomic', 'bomb', 'killed', '110', 'thousands', 'innocent', 'people', 'always', 'invest', 'ordinary', 'people', 'dying', 'keep', 'adding', 'money', 'war', 'gov', 'loves', 'create', 'problems']",0.362,0.43,0.208,-0.7964,negative
planted peepal neem amaltas jamun pilkhan rise foundationread,India,2022,August,"['planted', 'peepal', 'neem', 'amaltas', 'jamun', 'pilkhan', 'rise', 'foundationread']",0.0,1.0,0.0,0.0,neutral
stupid start bashing pakistan without statistical analysispakistan co2 emission minimal emissions whether coal plants autumn pollution instead bashing major co2 contributors decided defend wrong,India,2022,August,"['stupid', 'start', 'bashing', 'pakistan', 'without', 'statistical', 'analysispakistan', 'co2', 'emission', 'minimal', 'emissions', 'whether', 'coal', 'plants', 'autumn', 'pollution', 'instead', 'bashing', 'major', 'co2', 'contributors', 'decided', 'defend', 'wrong']",0.228,0.772,0.0,-0.7579,negative
buzzkill cant even,India,2022,August,"['buzzkill', 'cant', 'even']",0.0,1.0,0.0,0.0,neutral
put wolves back national park rebalanced ecosystem including improving rivers water supply pretty cool actually,India,2022,August,"['put', 'wolves', 'back', 'national', 'park', 'rebalanced', 'ecosystem', 'including', 'improving', 'rivers', 'water', 'supply', 'pretty', 'cool', 'actually']",0.0,0.591,0.409,0.8074,positive
china drought highlights economic damage wrought globalwarming,India,2022,August,"['china', 'drought', 'highlights', 'economic', 'damage', 'wrought', 'globalwarming']",0.348,0.652,0.0,-0.4939,negative
12 also producing meat large quantities one biggest contributions food shortage,India,2022,August,"['12', 'also', 'producing', 'meat', 'large', 'quantities', 'one', 'biggest', 'contributions', 'food', 'shortage']",0.167,0.833,0.0,-0.25,neutral
posted photo whole world stopped moment everyone complete awe one breathed one moved infact moment everyones skin cleared everyones grades top tier even stopped look,India,2022,August,"['posted', 'photo', 'whole', 'world', 'stopped', 'moment', 'everyone', 'complete', 'awe', 'one', 'breathed', 'one', 'moved', 'infact', 'moment', 'everyones', 'skin', 'cleared', 'everyones', 'grades', 'top', 'tier', 'even', 'stopped', 'look']",0.136,0.75,0.114,-0.1531,neutral
yes babe watching great flood news pakistan caused,India,2022,August,"['yes', 'babe', 'watching', 'great', 'flood', 'news', 'pakistan', 'caused']",0.0,0.469,0.531,0.7783,positive
one third half snow already melted due adding sea level irreversible path increase,India,2022,August,"['one', 'third', 'half', 'snow', 'already', 'melted', 'due', 'adding', 'sea', 'level', 'irreversible', 'path', 'increase']",0.119,0.728,0.152,0.128,neutral
nammaa nalathaaane athaan karma nature returning back,India,2022,August,"['nammaa', 'nalathaaane', 'athaan', 'karma', 'nature', 'returning', 'back']",0.0,1.0,0.0,0.0,neutral
lovely habitat turning scary cares voice thanks concern,India,2022,August,"['lovely', 'habitat', 'turning', 'scary', 'cares', 'voice', 'thanks', 'concern']",0.189,0.237,0.574,0.7579,positive
coburn causes vapors clouds result rains glaciars melt didnt get,India,2022,August,"['coburn', 'causes', 'vapors', 'clouds', 'result', 'rains', 'glaciars', 'melt', 'didnt', 'get']",0.0,1.0,0.0,0.0,neutral
causes vapors clouds result rains glaciars melt didnt get,India,2022,August,"['causes', 'vapors', 'clouds', 'result', 'rains', 'glaciars', 'melt', 'didnt', 'get']",0.0,1.0,0.0,0.0,neutral
one major concern todays timeon auspicious ocassion birthday volunteers conducted mega tree plantation drive save mother earth,India,2022,August,"['one', 'major', 'concern', 'todays', 'timeon', 'auspicious', 'ocassion', 'birthday', 'volunteers', 'conducted', 'mega', 'tree', 'plantation', 'drive', 'save', 'mother', 'earth']",0.0,0.833,0.167,0.4939,positive
actually mistake words elon musk says population collapse due low birth rates much bigger risk civilization,India,2022,August,"['actually', 'mistake', 'words', 'elon', 'musk', 'says', 'population', 'collapse', 'due', 'low', 'birth', 'rates', 'much', 'bigger', 'risk', 'civilization']",0.45,0.55,0.0,-0.8316,negative
wakeup callbefore late 33m people affected due rains amp floodsover 13 country submergedsindh province population 50m hardest hit got 466 rain 30year average,India,2022,August,"['wakeup', 'callbefore', 'late', '33m', 'people', 'affected', 'due', 'rains', 'amp', 'floodsover', '13', 'country', 'submergedsindh', 'province', 'population', '50m', 'hardest', 'hit', 'got', '466', 'rain', '30year', 'average']",0.068,0.932,0.0,-0.1531,neutral
due respects 2 maharashtrians tambe marrying lokhande alloyinglokhande marrying pitale brazingkhote marrying khare cheatingkale marrying gore contrastinghiwale marrying unhale warmingbutwagh marrying waghmare suicide,India,2022,August,"['due', 'respects', '2', 'maharashtrians', 'tambe', 'marrying', 'lokhande', 'alloyinglokhande', 'marrying', 'pitale', 'brazingkhote', 'marrying', 'khare', 'cheatingkale', 'marrying', 'gore', 'contrastinghiwale', 'marrying', 'unhale', 'warmingbutwagh', 'marrying', 'waghmare', 'suicide']",0.168,0.746,0.086,-0.4939,negative
time reasons,India,2022,August,"['time', 'reasons']",0.0,1.0,0.0,0.0,neutral
didnt solve world peace didnt erase poverty didnt solve driving 200mph,India,2022,August,"['didnt', 'solve', 'world', 'peace', 'didnt', 'erase', 'poverty', 'didnt', 'solve', 'driving', '200mph']",0.383,0.445,0.172,-0.3252,negative
real research predicts 6 fold rise fish mass die offs 2100,India,2022,August,"['real', 'research', 'predicts', '6', 'fold', 'rise', 'fish', 'mass', 'die', 'offs', '2100']",0.302,0.698,0.0,-0.5994,negative
europe aint facing problems facing cooling issues winter coming,India,2022,August,"['europe', 'aint', 'facing', 'problems', 'facing', 'cooling', 'issues', 'winter', 'coming']",0.0,0.78,0.22,0.3089,positive
pakistan think believe god usa god effecting whole world pakistan travel around world countries getting hotter every single year,India,2022,August,"['pakistan', 'think', 'believe', 'god', 'usa', 'god', 'effecting', 'whole', 'world', 'pakistan', 'travel', 'around', 'world', 'countries', 'getting', 'hotter', 'every', 'single', 'year']",0.0,0.802,0.198,0.4939,positive
important tool mitigating impacts poor vulnerable asian societies writes amir jilani hqread,India,2022,August,"['important', 'tool', 'mitigating', 'impacts', 'poor', 'vulnerable', 'asian', 'societies', 'writes', 'amir', 'jilani', 'hqread']",0.316,0.57,0.114,-0.4939,negative
adb report least 21 floods played havoc drowned pakistan current floods responsible think integrated water management,India,2022,August,"['adb', 'report', 'least', '21', 'floods', 'played', 'havoc', 'drowned', 'pakistan', 'current', 'floods', 'responsible', 'think', 'integrated', 'water', 'management']",0.318,0.49,0.192,-0.6249,negative
10 years governor realized heard today stop sarcastic held accountable mischief detonation done term ironical best,India,2022,August,"['10', 'years', 'governor', 'realized', 'heard', 'today', 'stop', 'sarcastic', 'held', 'accountable', 'mischief', 'detonation', 'done', 'term', 'ironical', 'best']",0.293,0.524,0.183,-0.128,neutral
sudden dash allahs blame ranking pakistans disaster management agencies would come last 44,India,2022,August,"['sudden', 'dash', 'allahs', 'blame', 'ranking', 'pakistans', 'disaster', 'management', 'agencies', 'would', 'come', 'last', '44']",0.371,0.629,0.0,-0.7579,negative
sudden dash allahs blame ranking disaster management agencies would come last44,India,2022,August,"['sudden', 'dash', 'allahs', 'blame', 'ranking', 'disaster', 'management', 'agencies', 'would', 'come', 'last44']",0.419,0.581,0.0,-0.7579,negative
plastic didnt even term imran khan started voicing concerns gw initiated campaign create awareness amongst local masses regarding adverse impacts gw,India,2022,August,"['plastic', 'didnt', 'even', 'term', 'imran', 'khan', 'started', 'voicing', 'concerns', 'gw', 'initiated', 'campaign', 'create', 'awareness', 'amongst', 'local', 'masses', 'regarding', 'adverse', 'impacts', 'gw']",0.106,0.805,0.089,-0.1027,neutral
khan thanks chief 4 ur clarion call 4 help pak un depository 1976 convention enmod amp v hope un wudnt declare unprecedented rainfall effect wo investigations pak first cloud seeding v easy seems,India,2022,August,"['khan', 'thanks', 'chief', '4', 'ur', 'clarion', 'call', '4', 'help', 'pak', 'un', 'depository', '1976', 'convention', 'enmod', 'amp', 'v', 'hope', 'un', 'wudnt', 'declare', 'unprecedented', 'rainfall', 'effect', 'wo', 'investigations', 'pak', 'first', 'cloud', 'seeding', 'v', 'easy', 'seems']",0.0,0.687,0.313,0.886,positive
one blame west theyre responsible meager 80 carbon emissions even though theyre 10 populationhowever south green immediately co2 emissions keep ms tiddly west night,India,2022,August,"['one', 'blame', 'west', 'theyre', 'responsible', 'meager', '80', 'carbon', 'emissions', 'even', 'though', 'theyre', '10', 'populationhowever', 'south', 'green', 'immediately', 'co2', 'emissions', 'keep', 'ms', 'tiddly', 'west', 'night']",0.09,0.824,0.086,-0.0258,neutral
